Headline 1,Headline 2
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
"Council authorizes city officials to apply for $250,000 state grant to help fund Emerald View Trail repairs.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council introduces a resolution to apply for a $250,000 state grant for the Emerald View Trail rehabilitation project."
"Council authorizes application for $250,000 grant to rehabilitate Emerald View Trail with city match funding","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council refers resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
University of Pittsburgh would provide supplemental trash pickup in Oakland under a proposed agreement.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council approves agreement with University of Pittsburgh for free supplemental waste services in Oakland neighborhood,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit."
"City accepts $316,367 to settle lawsuit involving the Finland Street Pedestrian Bridge.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation"
Council approves three-year agreement with USI Insurance Services for city insurance brokerage services.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
City Council authorizes a no-cost agreement with USI Insurance Services for insurance brokerage services.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services"
Council approves $1.1 million increase for Liberty Avenue project using additional federal highway funding.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
City Council approves over $1 million in new federal funding for improvements on Liberty Avenue.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves $1.06 million increase in Liberty Avenue project budget with federal funding
"Council approves $32,750 contract for video production company to create police recruitment videos.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"City Council approves $32,750 contract for police recruitment videos.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $32,750 contract with Kicker Inc. for police recruitment videos"
"Council approves amended resolution to accept reduced $250,000 state grant for Smallman Street Complete Street Project.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council accepts a $250,000 state grant for the Smallman Street project."
Council approves amended grant agreement for Smallman Street Complete Street Project with reduced funding,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council approves $5.4 million increase for Liberty Avenue highway safety project costs.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
City Council approves $5.4 million in additional funding for the Liberty Avenue safety project.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves additional $317,588 for South Negley Avenue Bridge Project, bringing total contract to $1.2 million."
"Council approves a contract increase of more than $317,000 for the South Negley Avenue Bridge Project.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge Project,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council approves $382,513 increase for Haverhill Project bringing total city reimbursement to Pittsburgh Water to $992,629.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council approves an additional $382,513 for the Haverhill stormwater and road project.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"City Council approves increased reimbursement of $992,628.77 to Pittsburgh Water for Haverhill Project costs","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves agreement with state transportation department to share road and bridge maintenance services at no cost to the city.
City Council authorizes an agreement with PennDOT to share road and bridge maintenance.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",City Council approves agreement with PennDOT for exchange of in-kind services at no cost to city
"Council holds resolution to cancel $40,000 property sale on Bodkin Street for one week.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council delays vote on canceling a property sale for one week.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council holds resolution to rescind 2022 property sale for one week
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council committee to review $33,292 tuition reimbursement for Mohammed Burny by April 23."
"A resolution for a $33,292 tuition reimbursement is held in committee.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council holds tuition reimbursement payment for Mohammed Burny for further review
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council holds resolution to sell city-owned property on Itin Street for $3,755."
Council delays decision on sale of 23rd Ward property.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",City Council holds resolution on sale of 23rd Ward property for two weeks
"Council holds resolution to transfer $33,292 from salaries to employee benefits for tuition reimbursement.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council places a two-week hold on a $33,292 tuition reimbursement for an employee."
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council holds resolution to transfer $33,292 for tuition reimbursement for two weeks"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council delays decision on agreement allowing community college students to train with city emergency medical services.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Proposed EMS student training partnership with the community college is held in committee.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council holds decision on EMS student training agreement with Community College of Allegheny County
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves reduced Penn Avenue lighting grant for East Liberty business district enhancement project.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Pittsburgh to accept $450,000 state grant for enhanced lighting in the East Liberty business district."
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves additional $115,170 for Fort Pitt Park design services, bringing total cost to $415,170."
"Council recommends an additional $115,170 for design work on Fort Pitt Park improvements.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility installations and landscaping at no cost to the City,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
"Council approves a nearly $53,000 payment for a one-year subscription to the Pennsylvania Municipal League.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves $52,962 subscription payment to Pennsylvania Municipal League"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves $72,500 payment to state utility commission for overdue 811 damage prevention call fees."
"Council recommends paying a $72,500 debt for 811 damage prevention calls.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves repealing 2019 resolution that gave redevelopment authority rights to 15th Ward property.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",The Urban Redevelopment Authority will no longer acquire a city-owned property in the 15th Ward.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves repeal of 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves sale of two Hill District lots from redevelopment authority to Pittsburgh Land Bank for $16,290."
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Two Hill District lots recommended for transfer to the Pittsburgh Land Bank.
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Council recommends selling a URA-owned lot on Island Avenue for $3,600.","Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
Urban Redevelopment Authority to sell North Aiken Avenue property to the Pittsburgh Land Bank.,"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data"
"Mayor's Vision Zero Plan Appears on Track, Still Awaiting Traffic Fatality Data",Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City reports decrease in traffic deaths to 17 in first year of Vision Zero safety program.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Officials report fewer traffic deaths and new safety efforts in the first year of the Vision Zero program.
City Council reviews Vision Zero annual memo highlighting progress on traffic safety and new enforcement programs,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council introduces legislation to accept a $37,000 grant for investigating old sexual assault cases."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training"
Council refers resolution allowing Duquesne Light and Pittsburgh Water to install utility poles and wires on city property at no cost to committee.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council to consider granting Duquesne Light and Pittsburgh Water access to city land for utility upgrades.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council approves easement agreements with Duquesne Light and Pittsburgh Water for pole installation and landscaping at no cost to the City,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves sewage plan revision for new apartment development at 296 McKee Place at no cost to the city.
Council reviews a sewage plan update for a new apartment building on McKee Place.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council adopts sewage plan revision for 296 McKee Place at no cost to the city,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council refers resolution to approve sewage plan for South Side townhome development to committee.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council refers sewage plan for new South Side townhome development to committee.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council considers allowing ALCOSAN to build underground tunnels through nine city properties for $8,200."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City to be paid $8,200 for allowing ALCOSAN to build sewer tunnels under nine city properties."
"City approves easements for underground tunnels on nine city properties with $8,200 payment",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council refers resolution to transfer 14 properties in 12th Ward to Larimer Consensus Group to settle court cases.
City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council authorizes city officials to apply for $250,000 state grant to help fund Emerald View Trail repairs."
"Council introduces a resolution to apply for a $250,000 state grant for the Emerald View Trail rehabilitation project.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council authorizes application for $250,000 grant to rehabilitate Emerald View Trail with city match funding"
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council refers resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
University of Pittsburgh would provide supplemental trash pickup in Oakland under a proposed agreement.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves agreement with University of Pittsburgh for free supplemental waste services in Oakland neighborhood
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit."
"City accepts $316,367 to settle lawsuit involving the Finland Street Pedestrian Bridge.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation"
Council approves three-year agreement with USI Insurance Services for city insurance brokerage services.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council authorizes a no-cost agreement with USI Insurance Services for insurance brokerage services.
"Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves $1.1 million increase for Liberty Avenue project using additional federal highway funding.
City Council approves over $1 million in new federal funding for improvements on Liberty Avenue.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding
"Council approves $32,750 contract for video production company to create police recruitment videos.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council approves $32,750 contract for police recruitment videos."
"City Council approves $32,750 contract with Kicker Inc. for police recruitment videos",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves amended resolution to accept reduced $250,000 state grant for Smallman Street Complete Street Project."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council accepts a $250,000 state grant for the Smallman Street project."
Council approves amended grant agreement for Smallman Street Complete Street Project with reduced funding,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council approves $5.4 million increase for Liberty Avenue highway safety project costs.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council approves $5.4 million in additional funding for the Liberty Avenue safety project.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project, bringing total contract to $1.2 million.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves a contract increase of more than $317,000 for the South Negley Avenue Bridge Project."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge Project
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office"
"Council approves $382,513 increase for Haverhill Project bringing total city reimbursement to Pittsburgh Water to $992,629.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
"Council approves an additional $382,513 for the Haverhill stormwater and road project.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council approves increased reimbursement of $992,628.77 to Pittsburgh Water for Haverhill Project costs"
Council approves agreement with state transportation department to share road and bridge maintenance services at no cost to the city.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council authorizes an agreement with PennDOT to share road and bridge maintenance.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council approves agreement with PennDOT for exchange of in-kind services at no cost to city
"Council holds resolution to cancel $40,000 property sale on Bodkin Street for one week.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council delays vote on canceling a property sale for one week.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council holds resolution to rescind 2022 property sale for one week
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council committee to review $33,292 tuition reimbursement for Mohammed Burny by April 23."
"A resolution for a $33,292 tuition reimbursement is held in committee.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council holds tuition reimbursement payment for Mohammed Burny for further review
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council holds resolution to sell city-owned property on Itin Street for $3,755."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council delays decision on sale of 23rd Ward property.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,City Council holds resolution on sale of 23rd Ward property for two weeks
"Council holds resolution to transfer $33,292 from salaries to employee benefits for tuition reimbursement.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
"Council holds resolution to transfer $33,292 for tuition reimbursement for two weeks",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council delays decision on agreement allowing community college students to train with city emergency medical services.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Proposed EMS student training partnership with the community college is held in committee.
Council holds decision on EMS student training agreement with Community College of Allegheny County,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves reduced Penn Avenue lighting grant for East Liberty business district enhancement project.
"Pittsburgh to accept $450,000 state grant for enhanced lighting in the East Liberty business district.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty"
"Council approves additional $115,170 for Fort Pitt Park design services, bringing total cost to $415,170.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council recommends an additional $115,170 for design work on Fort Pitt Park improvements."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.
Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility installations and landscaping at no cost to the City,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
"Council approves a nearly $53,000 payment for a one-year subscription to the Pennsylvania Municipal League.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
"Council approves $52,962 subscription payment to Pennsylvania Municipal League",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
"Council approves $72,500 payment to state utility commission for overdue 811 damage prevention call fees.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council recommends paying a $72,500 debt for 811 damage prevention calls."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council approves repealing 2019 resolution that gave redevelopment authority rights to 15th Ward property.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
The Urban Redevelopment Authority will no longer acquire a city-owned property in the 15th Ward.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves repeal of 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
"Council approves sale of two Hill District lots from redevelopment authority to Pittsburgh Land Bank for $16,290.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Two Hill District lots recommended for transfer to the Pittsburgh Land Bank.,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property,Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"Council recommends selling a URA-owned lot on Island Avenue for $3,600.",Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Urban Redevelopment Authority to sell North Aiken Avenue property to the Pittsburgh Land Bank.
Council Seeks State Assistance in Eliminating the City’s Litter and Illegal Dumpsites,Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank
Untested Sexual Assault Kits to Be Processed,City reports decrease in traffic deaths to 17 in first year of Vision Zero safety program.
Officials report fewer traffic deaths and new safety efforts in the first year of the Vision Zero program.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council reviews Vision Zero annual memo highlighting progress on traffic safety and new enforcement programs
Council calls on Governor to provide state resources to help clean up Pittsburgh's trash and litter problem.,Untested Sexual Assault Kits to Be Processed
"City Council will ask the governor for state help with litter after removing a ""state of emergency"" request.",Untested Sexual Assault Kits to Be Processed
City Council urges Governor to support cleanup efforts by supplementing resources to address Pittsburgh’s litter problem,Untested Sexual Assault Kits to Be Processed
Council refers resolution allowing Duquesne Light and Pittsburgh Water to install utility poles and wires on city property at no cost to committee.,Untested Sexual Assault Kits to Be Processed
Council to consider granting Duquesne Light and Pittsburgh Water access to city land for utility upgrades.,Untested Sexual Assault Kits to Be Processed
Council approves easement agreements with Duquesne Light and Pittsburgh Water for pole installation and landscaping at no cost to the City,Untested Sexual Assault Kits to Be Processed
Council approves sewage plan revision for new apartment development at 296 McKee Place at no cost to the city.,Untested Sexual Assault Kits to Be Processed
Council reviews a sewage plan update for a new apartment building on McKee Place.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council adopts sewage plan revision for 296 McKee Place at no cost to the city
Untested Sexual Assault Kits to Be Processed,Council refers resolution to approve sewage plan for South Side townhome development to committee.
Council refers sewage plan for new South Side townhome development to committee.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council adopts sewage plan revision for 215 South 21st Street at no cost to city
Untested Sexual Assault Kits to Be Processed,"City Council considers allowing ALCOSAN to build underground tunnels through nine city properties for $8,200."
"City to be paid $8,200 for allowing ALCOSAN to build sewer tunnels under nine city properties.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"City approves easements for underground tunnels on nine city properties with $8,200 payment"
City Council refers resolution to transfer 14 properties in 12th Ward to Larimer Consensus Group to settle court cases.,Untested Sexual Assault Kits to Be Processed
