Headline 1,Headline 2
"Council approves sale of 14 city-owned lots in Larimer for $26,677.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
"$37,000 grant approved for old sexual assault case investigations.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"Council approves $37,000 grant agreement to support police investigations and training"
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves grant application and city funding for Emerald View Trail rehabilitation project
Council passes ordinance clarifying rules for posting residential parking permit signs.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves clearer rules for residential parking permit signage
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves sewer connection for new Walnut McKee Apartments.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves sewage plan revision for South Side townhome development at no cost to the City.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,City grants ALCOSAN underground land access for a major sewer project.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council schedules hearing on aging public safety vehicles.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
"Council schedules special meeting to address EMS, fire, and police fleet issues",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council holds public hearing on bill to reduce minimum lot sizes for residential development.
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council holds proposed sale of Itin Street property for one week.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,City Council holds resolution for sale of 23rd Ward property for one week
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"Council approves $40,000 contract with law firm for immigration legal services."
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,"City approves $40,000 contract for immigration legal services."
"Council approves $40,000 contract for immigration legal services with Fragomen firm",Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Legislation to increase paid sick days for workers advances to a public hearing.
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Six new bus shelters will be built in Hazelwood at no cost to the city.
City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,Challenged Historic Designation for Former Gay Bar to Receive Public Hearing
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Challenged Historic Designation for Former Gay Bar to Receive Public Hearing,Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street
Pittsburgh Water pauses Four Mile Run and three other flood mitigation projects due to funding shortfalls.,Untested Sexual Assault Kits to Be Processed
Pittsburgh Water pauses four flood mitigation projects to prioritize funding for mandated system-wide repairs.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council discusses pause and funding challenges for Four Mile Run flood mitigation projects
Untested Sexual Assault Kits to Be Processed,Council introduces resolution allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
Council introduces legislation to allow live-streaming of dek hockey games at Marmaduke Park.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council authorizes agreement for free live-streaming of dek hockey games at Marmaduke Park
Untested Sexual Assault Kits to Be Processed,Council considers sewage plan revision for Hermitage Street development at no cost to city.
Untested Sexual Assault Kits to Be Processed,City's official sewage plan to be updated for new Hermitage Street development.
Untested Sexual Assault Kits to Be Processed,Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
Untested Sexual Assault Kits to Be Processed,"Council transfers $10,000 from salaries to City Clerk's office for professional services."
Untested Sexual Assault Kits to Be Processed,"Legislation to transfer $10,000 from Council salaries to the City Clerk was not introduced."
"Councilwoman Kail-Smith proposes $10,000 budget transfer to City Clerk for professional services",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves payment of $6,158 to New Pittsburgh Courier for legal advertisements related to city property title actions."
"City to pay New Pittsburgh Courier $6,158.30 for legal advertisements.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves payment of $6,158.30 to New Pittsburgh Courier for legal ads"
"Council refers resolution to authorize $750,000 annual contracts with five vendors for special events services.",Untested Sexual Assault Kits to Be Processed
Council proposes eleven contracts with five vendors for on-call special events services.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"City Council approves 11 on-call service agreements with five vendors for special events up to $750,000 annually"
Council authorizes temporary construction easements on city property for Smithfield Street repair project.,Untested Sexual Assault Kits to Be Processed
City seeks temporary construction easements for the Smithfield Street repair project.,Untested Sexual Assault Kits to Be Processed
Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City,Untested Sexual Assault Kits to Be Processed
Council refers resolution allowing Riverlife to use city dock for public river barge programming to committee.,Untested Sexual Assault Kits to Be Processed
Riverlife proposes connecting a public programming barge to the Allegheny Landing Dock.,Untested Sexual Assault Kits to Be Processed
Council approves agreement allowing Riverlife barge access from Allegheny Landing Dock at no cost to city,Untested Sexual Assault Kits to Be Processed
Council introduces ordinance allowing residents to plant and maintain native gardens and natural landscapes on their property.,Untested Sexual Assault Kits to Be Processed
Proposed ordinance would allow residents to create native plant gardens.,Untested Sexual Assault Kits to Be Processed
Council introduces ordinance allowing residents to plant and maintain managed natural landscapes,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council designates Donny's Place on Herron Avenue as historic structure despite owner opposition.
Untested Sexual Assault Kits to Be Processed,Council designates Donny's Place historic over owner and commission objections.
Council designates Donny’s Place at 1226 Herron Avenue as a Historic Structure despite owner opposition,Untested Sexual Assault Kits to Be Processed
Council refers resolution to loan city-owned Stephen Foster statue to Museum of Contemporary Art at no cost.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City proposes loaning the Stephen Foster statue to the Museum of Contemporary Art.
Untested Sexual Assault Kits to Be Processed,Council approves loan of Stephen Foster statue to Museum of Contemporary Art at no cost
Untested Sexual Assault Kits to Be Processed,Council cancels sale of 136 Bodkin Street property and orders refund of hand money.
Untested Sexual Assault Kits to Be Processed,City Council rescinds sale of 136 Bodkin Street.
Untested Sexual Assault Kits to Be Processed,Council repeals 2022 property sale of 136 Bodkin Street and orders refund of deposit
City Council approves sale of 14 vacant lots in 12th Ward to Larimer Consensus Group to settle court cases.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves sale of 14 city-owned lots in Larimer for $26,677."
Untested Sexual Assault Kits to Be Processed,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
Untested Sexual Assault Kits to Be Processed,"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves grant application and city funding for Emerald View Trail rehabilitation project
Council passes ordinance clarifying rules for posting residential parking permit signs.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Untested Sexual Assault Kits to Be Processed,Council approves clearer rules for residential parking permit signage
Council expands residential permit parking program to more South Side Flats streets.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,More streets in the South Side Flats added to residential permit parking zone.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Untested Sexual Assault Kits to Be Processed,Council approves sewer connection for new Walnut McKee Apartments.
Untested Sexual Assault Kits to Be Processed,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council approves sewage plan revision for South Side townhome development at no cost to the City.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,Untested Sexual Assault Kits to Be Processed
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City grants ALCOSAN underground land access for a major sewer project.
Untested Sexual Assault Kits to Be Processed,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
Untested Sexual Assault Kits to Be Processed,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Untested Sexual Assault Kits to Be Processed,Council schedules hearing on aging public safety vehicles.
Untested Sexual Assault Kits to Be Processed,"Council schedules special meeting to address EMS, fire, and police fleet issues"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.
Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts,Untested Sexual Assault Kits to Be Processed
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council holds proposed sale of Itin Street property for one week.
Untested Sexual Assault Kits to Be Processed,City Council holds resolution for sale of 23rd Ward property for one week
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks",Untested Sexual Assault Kits to Be Processed
"Council approves $40,000 contract with law firm for immigration legal services.",Untested Sexual Assault Kits to Be Processed
"City approves $40,000 contract for immigration legal services.",Untested Sexual Assault Kits to Be Processed
"Council approves $40,000 contract for immigration legal services with Fragomen firm",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Legislation to increase paid sick days for workers advances to a public hearing.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council holds Bill 1736 on paid sick leave accrual rates for public hearing
Untested Sexual Assault Kits to Be Processed,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.,Untested Sexual Assault Kits to Be Processed
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,Untested Sexual Assault Kits to Be Processed
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Six new bus shelters will be built in Hazelwood at no cost to the city.
Untested Sexual Assault Kits to Be Processed,City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Untested Sexual Assault Kits to Be Processed,Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.,Untested Sexual Assault Kits to Be Processed
City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City,Untested Sexual Assault Kits to Be Processed
Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,Untested Sexual Assault Kits to Be Processed
'Tiny Lots' Approved After Spirited Debate,Pittsburgh Water pauses Four Mile Run and three other flood mitigation projects due to funding shortfalls.
'Tiny Lots' Approved After Spirited Debate,Pittsburgh Water pauses four flood mitigation projects to prioritize funding for mandated system-wide repairs.
'Tiny Lots' Approved After Spirited Debate,City Council discusses pause and funding challenges for Four Mile Run flood mitigation projects
'Tiny Lots' Approved After Spirited Debate,Council introduces resolution allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
'Tiny Lots' Approved After Spirited Debate,Council introduces legislation to allow live-streaming of dek hockey games at Marmaduke Park.
Council authorizes agreement for free live-streaming of dek hockey games at Marmaduke Park,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council considers sewage plan revision for Hermitage Street development at no cost to city.
City's official sewage plan to be updated for new Hermitage Street development.,'Tiny Lots' Approved After Spirited Debate
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council transfers $10,000 from salaries to City Clerk's office for professional services."
'Tiny Lots' Approved After Spirited Debate,"Legislation to transfer $10,000 from Council salaries to the City Clerk was not introduced."
"Councilwoman Kail-Smith proposes $10,000 budget transfer to City Clerk for professional services",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council approves payment of $6,158 to New Pittsburgh Courier for legal advertisements related to city property title actions."
"City to pay New Pittsburgh Courier $6,158.30 for legal advertisements.",'Tiny Lots' Approved After Spirited Debate
"Council approves payment of $6,158.30 to New Pittsburgh Courier for legal ads",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council refers resolution to authorize $750,000 annual contracts with five vendors for special events services."
'Tiny Lots' Approved After Spirited Debate,Council proposes eleven contracts with five vendors for on-call special events services.
'Tiny Lots' Approved After Spirited Debate,"City Council approves 11 on-call service agreements with five vendors for special events up to $750,000 annually"
Council authorizes temporary construction easements on city property for Smithfield Street repair project.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,City seeks temporary construction easements for the Smithfield Street repair project.
Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council refers resolution allowing Riverlife to use city dock for public river barge programming to committee.
Riverlife proposes connecting a public programming barge to the Allegheny Landing Dock.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves agreement allowing Riverlife barge access from Allegheny Landing Dock at no cost to city
Council introduces ordinance allowing residents to plant and maintain native gardens and natural landscapes on their property.,'Tiny Lots' Approved After Spirited Debate
Proposed ordinance would allow residents to create native plant gardens.,'Tiny Lots' Approved After Spirited Debate
Council introduces ordinance allowing residents to plant and maintain managed natural landscapes,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council designates Donny's Place on Herron Avenue as historic structure despite owner opposition.
'Tiny Lots' Approved After Spirited Debate,Council designates Donny's Place historic over owner and commission objections.
'Tiny Lots' Approved After Spirited Debate,Council designates Donny’s Place at 1226 Herron Avenue as a Historic Structure despite owner opposition
'Tiny Lots' Approved After Spirited Debate,Council refers resolution to loan city-owned Stephen Foster statue to Museum of Contemporary Art at no cost.
'Tiny Lots' Approved After Spirited Debate,City proposes loaning the Stephen Foster statue to the Museum of Contemporary Art.
'Tiny Lots' Approved After Spirited Debate,Council approves loan of Stephen Foster statue to Museum of Contemporary Art at no cost
'Tiny Lots' Approved After Spirited Debate,Council cancels sale of 136 Bodkin Street property and orders refund of hand money.
'Tiny Lots' Approved After Spirited Debate,City Council rescinds sale of 136 Bodkin Street.
'Tiny Lots' Approved After Spirited Debate,Council repeals 2022 property sale of 136 Bodkin Street and orders refund of deposit
City Council approves sale of 14 vacant lots in 12th Ward to Larimer Consensus Group to settle court cases.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council approves sale of 14 city-owned lots in Larimer for $26,677."
'Tiny Lots' Approved After Spirited Debate,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
'Tiny Lots' Approved After Spirited Debate,"Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
"$37,000 grant approved for old sexual assault case investigations.",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council approves $37,000 grant agreement to support police investigations and training"
"Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds.",'Tiny Lots' Approved After Spirited Debate
"City to apply for $250,000 state grant for Emerald View Trail rehabilitation.",'Tiny Lots' Approved After Spirited Debate
Council approves grant application and city funding for Emerald View Trail rehabilitation project,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council passes ordinance clarifying rules for posting residential parking permit signs.
New ordinance clarifies which streets and at what times residential parking permits will be enforced.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves clearer rules for residential parking permit signage
'Tiny Lots' Approved After Spirited Debate,Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves expansion of Residential Permit Parking Area KK in South Side Flats
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves sewage plan revision for South Side townhome development at no cost to the City.
'Tiny Lots' Approved After Spirited Debate,Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,'Tiny Lots' Approved After Spirited Debate
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,City grants ALCOSAN underground land access for a major sewer project.
'Tiny Lots' Approved After Spirited Debate,"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200"
'Tiny Lots' Approved After Spirited Debate,"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
Council schedules hearing on aging public safety vehicles.,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"Council schedules special meeting to address EMS, fire, and police fleet issues"
'Tiny Lots' Approved After Spirited Debate,"Council holds resolution to sell city-owned property on Itin Street for $3,755."
'Tiny Lots' Approved After Spirited Debate,Council holds proposed sale of Itin Street property for one week.
'Tiny Lots' Approved After Spirited Debate,City Council holds resolution for sale of 23rd Ward property for one week
'Tiny Lots' Approved After Spirited Debate,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
'Tiny Lots' Approved After Spirited Debate,"Council approves $40,000 contract with law firm for immigration legal services."
"City approves $40,000 contract for immigration legal services.",'Tiny Lots' Approved After Spirited Debate
"Council approves $40,000 contract for immigration legal services with Fragomen firm",'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
Legislation to increase paid sick days for workers advances to a public hearing.,'Tiny Lots' Approved After Spirited Debate
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves agreement for University of Pittsburgh to pay for extra trash pickup in Oakland during student move-in and move-out periods.
University of Pittsburgh to fund up to 15 additional city trash collections in Oakland.,'Tiny Lots' Approved After Spirited Debate
Council approves amended agreement with University of Pittsburgh for supplemental waste pickup in Oakland at no cost to the city,'Tiny Lots' Approved After Spirited Debate
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,'Tiny Lots' Approved After Spirited Debate
Six new bus shelters will be built in Hazelwood at no cost to the city.,'Tiny Lots' Approved After Spirited Debate
City Council approves agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,'Tiny Lots' Approved After Spirited Debate
'Tiny Lots' Approved After Spirited Debate,Council approves agreement allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.
'Tiny Lots' Approved After Spirited Debate,Dek hockey games at Marmaduke Park will be live-streamed at no cost to the city.
'Tiny Lots' Approved After Spirited Debate,City Council approves agreement to live-stream dek hockey games at Marmaduke Park at no cost to the City
'Tiny Lots' Approved After Spirited Debate,Council approves transferring city property at 219 Reifert Street to Pittsburgh Land Bank for $1.
The Pittsburgh Land Bank will acquire a city property at 219 Reifert Street.,'Tiny Lots' Approved After Spirited Debate
Council approves Pittsburgh Land Bank acquisition of city property at 219 Reifert Street,'Tiny Lots' Approved After Spirited Debate
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Pittsburgh Water pauses Four Mile Run and three other flood mitigation projects due to funding shortfalls.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Pittsburgh Water pauses four flood mitigation projects to prioritize funding for mandated system-wide repairs.
City Council discusses pause and funding challenges for Four Mile Run flood mitigation projects,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council introduces resolution allowing Team Pittsburgh to live-stream hockey games at Marmaduke Park at no cost to the city.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council introduces legislation to allow live-streaming of dek hockey games at Marmaduke Park.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council authorizes agreement for free live-streaming of dek hockey games at Marmaduke Park,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council considers sewage plan revision for Hermitage Street development at no cost to city.
City's official sewage plan to be updated for new Hermitage Street development.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council transfers $10,000 from salaries to City Clerk's office for professional services."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Legislation to transfer $10,000 from Council salaries to the City Clerk was not introduced."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Councilwoman Kail-Smith proposes $10,000 budget transfer to City Clerk for professional services"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves payment of $6,158 to New Pittsburgh Courier for legal advertisements related to city property title actions."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","City to pay New Pittsburgh Courier $6,158.30 for legal advertisements."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves payment of $6,158.30 to New Pittsburgh Courier for legal ads"
"Council refers resolution to authorize $750,000 annual contracts with five vendors for special events services.","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council proposes eleven contracts with five vendors for on-call special events services.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","City Council approves 11 on-call service agreements with five vendors for special events up to $750,000 annually"
Council authorizes temporary construction easements on city property for Smithfield Street repair project.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
City seeks temporary construction easements for the Smithfield Street repair project.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council authorizes actions to record temporary construction easements for Smithfield Street repairs at no cost to the City
Council refers resolution allowing Riverlife to use city dock for public river barge programming to committee.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Riverlife proposes connecting a public programming barge to the Allegheny Landing Dock.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council approves agreement allowing Riverlife barge access from Allegheny Landing Dock at no cost to city
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council introduces ordinance allowing residents to plant and maintain native gardens and natural landscapes on their property.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Proposed ordinance would allow residents to create native plant gardens.
Council introduces ordinance allowing residents to plant and maintain managed natural landscapes,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
