Headline 1,Headline 2
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,Council amends and holds zoning map changes for public hearing in Bakery Square area
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.",Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.
Council holds vote on Downing Street steps agreement for six weeks.,City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.",City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.",City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April."
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
Council approves agreement with PennDOT to share in-kind services at no cost to city,Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","City accepts a reduced $250,000 state grant for the Smallman Street project."
Council approves amended grant and funding for Smallman Street Complete Street Project,"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,"Council approves $32,750 contract for company to create police recruitment videos using grant money."
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,"Council approves $32,750 contract for company to create police recruitment videos using grant money."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.",Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves $32,750 contract for company to create police recruitment videos using grant money."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.",Council holds vote on Downing Street steps agreement for six weeks.
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $32,750 contract for company to create police recruitment videos using grant money."
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"City accepts a reduced $250,000 state grant for the Smallman Street project.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves amended grant and funding for Smallman Street Complete Street Project,Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council approves amended grant and funding for Smallman Street Complete Street Project,Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"City accepts a reduced $250,000 state grant for the Smallman Street project."
Council approves amended grant and funding for Smallman Street Complete Street Project,Council amends and holds zoning map changes for public hearing in Bakery Square area
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.",Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.
Council holds vote on Downing Street steps agreement for six weeks.,"City accepts a reduced $250,000 state grant for the Smallman Street project."
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,Council approves amended grant and funding for Smallman Street Complete Street Project
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","City accepts a reduced $250,000 state grant for the Smallman Street project."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety",Council approves amended grant and funding for Smallman Street Complete Street Project
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","City accepts a reduced $250,000 state grant for the Smallman Street project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77",Council approves amended grant and funding for Smallman Street Complete Street Project
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"City accepts a reduced $250,000 state grant for the Smallman Street project."
Council approves agreement with PennDOT to share in-kind services at no cost to city,Council approves amended grant and funding for Smallman Street Complete Street Project
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,Council amends and holds zoning map changes for public hearing in Bakery Square area
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
Council holds vote on Downing Street steps agreement for six weeks.,City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,Council amends and holds zoning map changes for public hearing in Bakery Square area
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA."
Council holds vote on Downing Street steps agreement for six weeks.,"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA."
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council approves agreement with PennDOT to share in-kind services at no cost to city,Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,Council holds vote on Downing Street steps agreement for six weeks.
Council amends and holds zoning map changes for public hearing in Bakery Square area,Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety",Council amends and holds zoning map changes for public hearing in Bakery Square area
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77",Council amends and holds zoning map changes for public hearing in Bakery Square area
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
Council amends and holds zoning map changes for public hearing in Bakery Square area,Council approves agreement with PennDOT to share in-kind services at no cost to city
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.",Council holds vote on Downing Street steps agreement for six weeks.
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
Council holds vote on Downing Street steps agreement for six weeks.,"Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,Council holds vote on Downing Street steps agreement for six weeks.
Council holds resolution on cooperation agreement for Downing Street steps for six weeks,Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.,"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety",Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
"Council considers $52,962 payment for Pennsylvania Municipal League membership subscription.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $52,962 subscription payment to Pennsylvania Municipal League"
"City Council introduces resolution to pay $72,500 in overdue fees to state utility commission for damage prevention calls.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"City to pay $72,500 for overdue damage prevention debts."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $72,500 payment to Pennsylvania Public Utility Commission for delinquent 811 call debts"
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
"Council approves sale of two Hill District lots to Pittsburgh Land Bank for $16,290.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council approves land sale contract between Urban Redevelopment Authority and Pittsburgh Land Bank for 5th Ward property,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Additional $115,170 proposed for Fort Pitt Park improvement designs."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council moves $33,292 from salaries to employee benefits for tuition reimbursement program.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council introduces a resolution to transfer salary funds for staff tuition reimbursement.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves $33,292 budget transfer for tuition reimbursement in City Council districts",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.
City receives $500 donation from Pittsburgh Cultural Trust for smoke detectors,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"City Council approves $35,025 for portable restrooms in city parks."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves an $11,424 one-year contract for Law Department software support.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"City Council approves $17,204 to renew flood control authority membership.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.
Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.
Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council recommends switching to USI Insurance Services as the city's new insurance broker.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council approves over $1 million in additional federal funding for Liberty Avenue road project.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council approves $1.06 million increase for Liberty Avenue project with new federal funding
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $32,750 contract for company to create police recruitment videos using grant money."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"City accepts a reduced $250,000 state grant for the Smallman Street project."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council approves amended grant and funding for Smallman Street Complete Street Project
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council amends and holds zoning map changes for public hearing in Bakery Square area
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council holds vote on Downing Street steps agreement for six weeks.
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,Council holds resolution on cooperation agreement for Downing Street steps for six weeks
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors,"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.",Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors
