Headline 1,Headline 2
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves ordinance to increase paid sick leave accrual rates and maximum hours
"Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
"Council approves an additional $115,170 for design work on Fort Pitt Park improvements.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription."
"Council approves $52,962 payment for Pennsylvania Municipal League subscription",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees."
"City to pay $72,500 for overdue 811 utility call debts.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
"Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves a public hearing to gather resident ideas on the city's trash problem.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council approves public hearing to address citywide trash problem,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Council committee recommends canceling a property sale and refunding the buyer's hand money.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms"
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council committee approves changes to residential parking permit signage rules.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,A city committee recommends allowing residential parking permit signs in some non-residential areas.
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves ordinance clarifying residential parking permit signage rules
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves expansion of residential permit parking program in South Side Flats.
Council approves expanding the residential permit parking area in the South Side Flats.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves sewer plan for McKee Place apartment development after correcting zip code error.
Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves amended sewage plan revision for 296 McKee Place with corrected zip code
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,Council approves sewage plan revision for South Side townhome development at no cost to the city.
Council recommends a sewage plan update for a new townhome development on the South Side.,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,City Receives State Funds for New Lighting Along Penn Ave in East Liberty
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
City Receives State Funds for New Lighting Along Penn Ave in East Liberty,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council introduces ordinance to clarify parking permit sign posting rules in residential areas.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council introduces legislation to clarify rules for posting residential parking permit signs.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council refers ordinance clarifying residential parking permit signage rules to committee
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council refers resolution to expand South Side Flats residential permit parking area to committee.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Legislation introduced to expand residential permit parking in the South Side Flats.
Council waives rules to advance expansion of Residential Permit Parking Area KK in South Side Flats,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Pittsburgh Land Bank to acquire city-owned property on Reifert Street.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost
"Council refers $40,000 immigration legal services contract to Finance and Law Committee.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services."
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council authorizes $40,000 contract for immigration legal services with Fragomen firm"
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.
Council approves ordinance to increase paid sick leave accrual rates and maximum hours,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves reduced $450,000 state grant for Penn Avenue lighting project.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council accepts a $450,000 state grant for the Penn Avenue lighting project."
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves reduced $450,000 grant for Penn Avenue lighting project"
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170."
"Council approves an additional $115,170 for design work on Fort Pitt Park improvements.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription."
"Council approves $52,962 payment for Pennsylvania Municipal League subscription",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City to pay $72,500 for overdue 811 utility call debts."
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290."
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.
Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.
Council approves a public hearing to gather resident ideas on the city's trash problem.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves public hearing to address citywide trash problem
Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves $37,000 grant to investigate old sexual assault cases and create victim interview room.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"City approves a $37,000 grant to investigate old sexual assault cases and create a new interview room for victims.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves $37,000 grant agreement to support sexual assault case investigations and improve police interview rooms",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council holds resolution on waste operations agreement with University of Pittsburgh for one week
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council committee approves changes to residential parking permit signage rules.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,A city committee recommends allowing residential parking permit signs in some non-residential areas.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves ordinance clarifying residential parking permit signage rules
Council approves expansion of residential permit parking program in South Side Flats.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves expanding the residential permit parking area in the South Side Flats.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves sewer plan for McKee Place apartment development after correcting zip code error.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves amended sewage plan revision for 296 McKee Place with corrected zip code
Council approves sewage plan revision for South Side townhome development at no cost to the city.,Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council recommends a sewage plan update for a new townhome development on the South Side.
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,Council approves sewage plan revision for 215 South 21st Street development at no cost to city
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200.",Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale
Council Reopens Discussion of the Process to Purchase City Property After a Rescinded Sale,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
Untested Sexual Assault Kits to Be Processed,Council introduces ordinance to clarify parking permit sign posting rules in residential areas.
Council introduces legislation to clarify rules for posting residential parking permit signs.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council refers ordinance clarifying residential parking permit signage rules to committee
Untested Sexual Assault Kits to Be Processed,Council refers resolution to expand South Side Flats residential permit parking area to committee.
Legislation introduced to expand residential permit parking in the South Side Flats.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council waives rules to advance expansion of Residential Permit Parking Area KK in South Side Flats
Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.,Untested Sexual Assault Kits to Be Processed
Pittsburgh Land Bank to acquire city-owned property on Reifert Street.,Untested Sexual Assault Kits to Be Processed
Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost,Untested Sexual Assault Kits to Be Processed
"Council refers $40,000 immigration legal services contract to Finance and Law Committee.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services."
"Council authorizes $40,000 contract for immigration legal services with Fragomen firm",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.
Untested Sexual Assault Kits to Be Processed,Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.
Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.
Untested Sexual Assault Kits to Be Processed,Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.
Untested Sexual Assault Kits to Be Processed,Council approves ordinance to increase paid sick leave accrual rates and maximum hours
"Council approves reduced $450,000 state grant for Penn Avenue lighting project.",Untested Sexual Assault Kits to Be Processed
"Council accepts a $450,000 state grant for the Penn Avenue lighting project.",Untested Sexual Assault Kits to Be Processed
"Council approves reduced $450,000 grant for Penn Avenue lighting project",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170."
"Council approves an additional $115,170 for design work on Fort Pitt Park improvements.",Untested Sexual Assault Kits to Be Processed
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
Untested Sexual Assault Kits to Be Processed,"City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription."
Untested Sexual Assault Kits to Be Processed,"Council approves $52,962 payment for Pennsylvania Municipal League subscription"
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.",Untested Sexual Assault Kits to Be Processed
"City to pay $72,500 for overdue 811 utility call debts.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Untested Sexual Assault Kits to Be Processed,Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.
City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property
Untested Sexual Assault Kits to Be Processed,"Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290."
Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.,Untested Sexual Assault Kits to Be Processed
Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council approves the sale of a URA-owned property on Island Avenue for $3,600.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC
Untested Sexual Assault Kits to Be Processed,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
Untested Sexual Assault Kits to Be Processed,City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.
"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
Untested Sexual Assault Kits to Be Processed,City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.
Untested Sexual Assault Kits to Be Processed,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
Untested Sexual Assault Kits to Be Processed,Council committee recommends canceling a property sale and refunding the buyer's hand money.
Council approves resolution to rescind sale and refund hand money for 136 Bodkin Street property,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves sale of 14 city-owned lots in 12th Ward to Larimer Consensus Group to settle court cases.
City to transfer 14 properties to the Larimer Consensus Group in a lawsuit settlement.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle legal cases
"Council approves city's application for $250,000 state grant to fix Emerald View Trail.",Untested Sexual Assault Kits to Be Processed
A committee recommends a grant application for the Emerald View Trail following a discussion on improving public input for city projects.,Untested Sexual Assault Kits to Be Processed
"Council approves grant application for $250,000 to help rehabilitate Emerald View Trail with city matching funds",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council holds resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
Proposal for University of Pittsburgh to help with Oakland trash pickup delayed for one week.,Untested Sexual Assault Kits to Be Processed
Council holds resolution on waste operations agreement with University of Pittsburgh for one week,Untested Sexual Assault Kits to Be Processed
Council committee approves changes to residential parking permit signage rules.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,A city committee recommends allowing residential parking permit signs in some non-residential areas.
Untested Sexual Assault Kits to Be Processed,Council approves ordinance clarifying residential parking permit signage rules
Untested Sexual Assault Kits to Be Processed,Council approves expansion of residential permit parking program in South Side Flats.
Council approves expanding the residential permit parking area in the South Side Flats.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves expansion of Residential Permit Parking Program Area KK in South Side Flats
Council holds $1.5 million homeless shelter agreement with Auberle for five weeks due to federal approval delays.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council places a five-week hold on a $1.5 million contract with Auberle for shelter services.
Untested Sexual Assault Kits to Be Processed,Council holds resolution to fund non-congregate shelter services with Auberle for five weeks
Council approves sewer plan for McKee Place apartment development after correcting zip code error.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council committee recommends approval of a sewer plan for a new apartment building on McKee Place.
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,Untested Sexual Assault Kits to Be Processed
Council approves sewage plan revision for South Side townhome development at no cost to the city.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council recommends a sewage plan update for a new townhome development on the South Side.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties."
Untested Sexual Assault Kits to Be Processed,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
Untested Sexual Assault Kits to Be Processed,"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment"
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council introduces ordinance to clarify parking permit sign posting rules in residential areas.
Council introduces legislation to clarify rules for posting residential parking permit signs.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council refers ordinance clarifying residential parking permit signage rules to committee
Council refers resolution to expand South Side Flats residential permit parking area to committee.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Legislation introduced to expand residential permit parking in the South Side Flats.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council waives rules to advance expansion of Residential Permit Parking Area KK in South Side Flats
Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Pittsburgh Land Bank to acquire city-owned property on Reifert Street.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost
"Council refers $40,000 immigration legal services contract to Finance and Law Committee.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services."
